Gene_Symbol,mRNA_logFC,mRNA_adjPval,protein_logFC,protein_adjPval,protein_significant,discordance_score,quadrant
CEP97,0.255341032,0.025832646,0.0590122289272532,0.782295033321349,False,-0.19632880307274683,ambiguous
USP47,0.246021052,0.025908408,0.107345757891547,0.338959397195802,False,-0.13867529410845297,ambiguous
SFXN5,-0.284091687,0.025957535,-0.315921684145207,0.467331003332086,False,-0.03182999714520701,ambiguous
CRYAB,0.951464189,0.026005457,0.426982094570416,0.456725281723583,False,-0.5244820944295839,ambiguous
FMR1,0.251345079,0.02602838,-0.116608257464697,0.484188740085485,False,-0.367953336464697,ambiguous
ZC3H15,0.279229169,0.02607974,0.421088221108148,0.0089008126661504,False,0.14185905210814798,ambiguous
PIK3CB,0.23933042,0.026113636,0.169047618679272,0.346527718357889,False,-0.07028280132072798,ambiguous
EIF2S2,0.268390092,0.026150406,0.19323192087581,0.185109801788803,False,-0.07515817112419002,ambiguous
TCEA1,0.237786396,0.026150406,0.372712540240399,0.15429171664205,False,0.134926144240399,ambiguous
TMEM231,-0.188928004,0.026176371,-0.0973714964463976,0.819539253224124,False,0.09155650755360241,ambiguous
ESAM,-0.534231996,0.026204841,0.158619286685469,0.552013565131179,False,0.692851282685469,ambiguous
DNAJB12,-0.166704375,0.026209138,0.0697861925878893,0.61004694113198,False,0.23649056758788928,ambiguous
SNX12,0.160698241,0.026233292,0.151900653198492,0.24089317290665,False,-0.008797587801507994,ambiguous
DHX9,0.194814534,0.026327158,0.315910206992328,0.0862718688813277,False,0.12109567299232801,ambiguous
RAB23,0.275542578,0.026327158,-0.303855533174236,0.20092880141005,False,-0.579398111174236,ambiguous
PHYHD1,-0.48590632,0.026429774,-0.198643449493079,0.761448459213275,False,0.287262870506921,ambiguous
LMF2,-0.324426885,0.02644347,-0.118456341264141,0.613281980178036,False,0.205970543735859,ambiguous
MTMR9,0.260565558,0.026449991,-0.227003319915196,0.185119255499802,False,-0.487568877915196,ambiguous
GYS1,-0.292341768,0.026464089,-0.957521242990985,0.00670708566676934,True,-0.665179474990985,ambiguous
WDR48,0.187369162,0.02648513,-0.127980262547707,0.484704259602107,False,-0.315349424547707,ambiguous
RAD21,0.271672183,0.02648513,0.367708543563991,0.151602635741239,False,0.09603636056399101,ambiguous
CCT4,0.286517866,0.026505919,0.0566497884366068,0.639421485019285,False,-0.22986807756339322,ambiguous
SYNCRIP,0.211857008,0.026505919,0.156793866862706,0.273970590655055,False,-0.05506314113729402,ambiguous
TPD52,0.285707908,0.026731824,-0.0971899571429962,0.759012670066193,False,-0.38289786514299623,ambiguous
GALC,0.283126005,0.026732767,0.832311239589842,0.217972662657981,False,0.549185234589842,ambiguous
ACSL5,-0.542431463,0.026874822,0.0262735770699658,0.928102042074356,False,0.5687050400699658,ambiguous
CKMT2,-0.338817955,0.026958648,-0.305135668672825,0.58886766893147,False,0.033682286327175015,ambiguous
CNNM3,-0.221184012,0.026976077,-0.246062742644595,0.140707776395721,False,-0.024878730644594976,ambiguous
ACTR3,0.243013927,0.027002001,0.0435964926180148,0.829199474548987,False,-0.1994174343819852,ambiguous
SGCD,0.309091409,0.027024755,0.981576244092416,0.226577567304955,False,0.672484835092416,ambiguous
CCNY,0.167964167,0.027220265,-0.0747862608910257,0.753142562673545,False,-0.2427504278910257,ambiguous
PLS3,0.334555986,0.027222179,0.236303321734475,0.274893588674879,False,-0.09825266426552504,ambiguous
CPOX,0.467525102,0.027349179,-0.395056888612034,0.201360570683973,False,-0.862581990612034,ambiguous
GALNT1,0.234892271,0.027349179,0.104853529350949,0.625431706199307,False,-0.130038741649051,ambiguous
IGSF9B,-0.513559893,0.027463307,-0.246033025804035,0.539137270359398,False,0.2675268671959651,ambiguous
SLC6A12,-0.577345301,0.027466148,0.159047938866379,0.686404768237074,False,0.7363932398663791,ambiguous
LDHD,-0.297545165,0.027545434,-0.595093757847532,0.00883213000585108,True,-0.29754859284753205,ambiguous
SLC25A32,0.200936684,0.027769355,-0.127133657054526,0.567117817262927,False,-0.32807034105452604,ambiguous
HMCN1,-0.553738826,0.027779798,0.0902614610595522,0.814991648626448,False,0.6440002870595523,ambiguous
DPP7,-0.257640924,0.027788651,-0.716326568520013,0.0209793048193953,True,-0.458685644520013,ambiguous
CMPK1,0.256648644,0.027976226,0.619091483670307,0.00435423525995519,True,0.362442839670307,ambiguous
TIMM44,-0.221870336,0.028008765,-0.15686445976584,0.395452056378815,False,0.06500587623416001,ambiguous
GOSR1,0.100026351,0.028008765,-0.0893759554481486,0.547225021117106,False,-0.1894023064481486,ambiguous
CDK5RAP3,-0.315241027,0.028041894,0.112114866901219,0.544708559317761,False,0.427355893901219,ambiguous
RPS3A,0.376067978,0.02807892,-0.00457664472923547,0.983884641756112,False,-0.3806446227292355,ambiguous
RAB39B,0.302792264,0.028254886,-0.318303579829109,0.129933911098178,False,-0.621095843829109,ambiguous
PRKACB,0.352170732,0.02838007,-0.14319113501581,0.449970058985399,False,-0.49536186701581,ambiguous
GALE,-0.297731341,0.028396637,0.211840541081051,0.383407682484268,False,0.509571882081051,ambiguous
PPM1K,0.269273778,0.028396637,-0.42597350963458,0.185131036016691,False,-0.6952472876345801,ambiguous
NUP214,-0.164098271,0.028403453,0.137005082054689,0.342665314065459,False,0.301103353054689,ambiguous
CCT3,0.221028726,0.028475419,0.0922377230880933,0.419466297485155,False,-0.1287910029119067,ambiguous
DIXDC1,0.326120948,0.028475419,0.333861492041929,0.210620565006295,False,0.007740544041928976,ambiguous
SPART,0.285928402,0.028584162,0.0140548078557963,0.941729996286833,False,-0.2718735941442037,ambiguous
SLK,0.231173037,0.028669615,0.0253832625364385,0.918235205533332,False,-0.2057897744635615,ambiguous
DNAJC8,0.216802555,0.028669615,0.592201682858102,0.0643328313148859,False,0.37539912785810203,ambiguous
PEAK1,0.13778086,0.028695466,0.119804237260446,0.616235273480148,False,-0.017976622739554,ambiguous
FER,0.199368087,0.02873637,-0.0161782098628489,0.946797596213248,False,-0.2155462968628489,ambiguous
PDLIM7,-0.370103381,0.028851684,0.535550136344261,0.622295663041598,False,0.905653517344261,ambiguous
PPP1CC,0.273718922,0.028904763,0.0986731154197296,0.56665572115524,False,-0.17504580658027036,ambiguous
PPP1CB,0.304185344,0.028943924,-0.186067924236578,0.303827943807778,False,-0.490253268236578,ambiguous
RAP2A,0.299878957,0.029002831,-0.022307365767908,0.927551184878359,False,-0.322186322767908,ambiguous
TMED10,0.27987919,0.029285835,0.125182595404267,0.474960746706088,False,-0.154696594595733,ambiguous
ANP32A,0.288757605,0.02935312,0.409679423099478,0.00866605531117457,False,0.12092181809947805,ambiguous
TNKS2,0.185798429,0.029480275,-0.0486300700285138,0.813512549231688,False,-0.2344284990285138,ambiguous
KLHL4,0.496547942,0.029506279,0.145792672903901,0.735389191980116,False,-0.350755269096099,ambiguous
TMOD2,0.282269942,0.029506279,-0.214277456658984,0.2151060005037,False,-0.496547398658984,ambiguous
DDX6,0.221675863,0.029642027,-0.192015373845409,0.145238960318781,False,-0.413691236845409,ambiguous
IGSF11,0.288992986,0.029642027,-0.322029630519658,0.0774904577796859,False,-0.611022616519658,ambiguous
RPL5,0.325431174,0.029642027,0.0956586590308692,0.561697471031134,False,-0.2297725149691308,ambiguous
TNFAIP2,-0.346176363,0.029642027,0.251420325863554,0.174767629080161,False,0.597596688863554,ambiguous
TANK,0.224697264,0.029654119,-0.127946436721236,0.422534185765664,False,-0.352643700721236,ambiguous
ABCC1,-0.221632758,0.029654119,0.456840751092065,0.0323922075243224,False,0.678473509092065,ambiguous
STX7,0.231745948,0.029727534,0.316010859787752,0.117977004788531,False,0.084264911787752,ambiguous
ITGB8,0.446465004,0.029727534,-0.764785457342514,0.0067522182589861,True,-1.2112504613425141,ambiguous
SCPEP1,-0.250854879,0.029821717,0.465444431071502,0.017947266156143,False,0.716299310071502,ambiguous
ATP13A1,-0.286982972,0.029931918,-0.0627688934408592,0.764584785352823,False,0.2242140785591408,ambiguous
GOLGA7,0.443676816,0.030086924,0.127970044137676,0.616576447498693,False,-0.315706771862324,ambiguous
FYTTD1,0.21959345,0.030233188,0.00353556138109035,0.990610415804942,False,-0.21605788861890965,ambiguous
ELP4,0.213801227,0.030276855,-0.00660060599176227,0.982736578268049,False,-0.22040183299176228,ambiguous
COL6A1,-0.427812681,0.030482418,1.46711620101238,0.334533840000435,False,1.89492888201238,ambiguous
SEC63,0.207665399,0.030542084,0.217294953059742,0.248762554684279,False,0.009629554059742002,ambiguous
SCG2,-0.516210827,0.030717577,-0.619399261447505,0.368933188503507,False,-0.10318843444750503,concordant_down
TRIOBP,-0.387525398,0.030733209,-0.0272925026311919,0.952215960798861,False,0.3602328953688081,ambiguous
KCTD6,0.175593085,0.030820484,-0.273420413870599,0.298231238246176,False,-0.44901349887059905,ambiguous
TWF1,0.2732213,0.030820484,-0.0932171937416317,0.573039825206608,False,-0.36643849374163173,ambiguous
TBL1XR1,0.297715611,0.030992906,-0.0866203910220893,0.599367606991345,False,-0.3843360020220893,ambiguous
NDUFA4L2,-0.621897295,0.031200799,0.228763967135861,0.346493436390111,False,0.850661262135861,ambiguous
API5,0.236266729,0.031200799,0.445815177789378,0.019642856867851,False,0.209548448789378,ambiguous
GTF2E1,0.170813786,0.031200799,0.137890341560166,0.45012216812942,False,-0.032923444439834,ambiguous
ZMYND11,0.163970141,0.031200799,0.182312830686304,0.281451266192394,False,0.01834268968630398,ambiguous
LMCD1,-0.423469841,0.03121122,0.0203479419549542,0.969708992347374,False,0.4438177829549542,ambiguous
G3BP1,0.185514266,0.03121122,0.137903208729941,0.563824053257531,False,-0.047611057270059015,ambiguous
RABL3,0.248385702,0.031335198,-0.00494757355353848,0.982461978999347,False,-0.2533332755535385,ambiguous
EPS15L1,-0.18929491,0.031335198,-0.0628791622855456,0.751942917124369,False,0.1264157477144544,ambiguous
ABHD11,-0.333672795,0.031402468,-0.579310972181059,0.0695594433725463,False,-0.24563817718105896,ambiguous
FEZ2,0.209433229,0.031447592,-0.242102703636376,0.244288683795136,False,-0.45153593263637604,ambiguous
MAP3K3,-0.211220782,0.031476405,-0.0383033828915167,0.823300286223354,False,0.1729173991084833,ambiguous
CYB5R1,-0.21551554,0.031476405,-0.127137894865893,0.606413656204477,False,0.08837764513410701,ambiguous
ANAPC2,-0.270011677,0.031512047,-0.130524497211824,0.587708665848815,False,0.139487179788176,ambiguous
SACM1L,0.24449652,0.03152429,0.235937980787202,0.0707577547490976,False,-0.008558539212798005,ambiguous
STRN,0.308538323,0.031549622,0.0397803547953206,0.779332277086076,False,-0.2687579682046794,ambiguous
RCN3,-0.389811676,0.031626428,0.610693324275718,0.387682105203479,False,1.000505000275718,ambiguous
AKT2,-0.304353281,0.031626428,0.287160506826472,0.120323734018526,False,0.591513787826472,ambiguous
CAB39,0.259626613,0.031626428,0.332874705960466,0.114547405172115,False,0.07324809296046597,ambiguous
ABHD17B,0.387740197,0.031729519,0.0207991465296384,0.96005554369808,False,-0.36694105047036163,ambiguous
ARMC1,0.238889407,0.03177896,-0.286541979108607,0.256047260643961,False,-0.5254313861086071,ambiguous
ERGIC2,0.258193111,0.031798203,-0.234802004974972,0.323211848231342,False,-0.492995115974972,ambiguous
REPS1,-0.180340068,0.031819219,-0.00270717423532751,0.988678675314876,False,0.17763289376467248,ambiguous
HMGN4,0.199932589,0.031819219,0.464102242888655,0.33036324262711,False,0.264169653888655,ambiguous
SNRNP27,0.185416975,0.031819219,0.109493449236394,0.562117707649171,False,-0.07592352576360602,ambiguous
CDC42BPA,0.155705455,0.031864028,0.0749923201293683,0.642331461379301,False,-0.0807131348706317,ambiguous
VCPIP1,0.26689513,0.031889462,-0.0445718197235419,0.787947890896952,False,-0.3114669497235419,ambiguous
SHC2,-0.380569604,0.03197189,-0.137541989446704,0.541764524495231,False,0.243027614553296,ambiguous
SH3BGRL2,0.306638087,0.032107617,-0.0248296360562765,0.935879834128894,False,-0.3314677230562765,ambiguous
TUBGCP3,-0.126080892,0.03227078,-0.201712249347137,0.147770742429843,False,-0.075631357347137,ambiguous
IVNS1ABP,0.360251609,0.032338339,0.443291039682744,0.0316475208153124,False,0.08303943068274405,ambiguous
SARM1,-0.285658695,0.032483937,-0.450320684057072,0.159545081692305,False,-0.16466198905707197,ambiguous
LTN1,0.281887913,0.032508828,-0.0495235772482872,0.781983688502882,False,-0.3314114902482872,ambiguous
FMNL3,-0.282729022,0.032551523,-0.0524301193919499,0.878628868757765,False,0.23029890260805008,ambiguous
SMNDC1,0.249797929,0.032585677,0.112427894011514,0.714231338940501,False,-0.137370034988486,ambiguous
AQP4,0.491062289,0.032719044,-0.600262368893397,0.069723340146374,False,-1.091324657893397,ambiguous
PDS5B,0.280290995,0.032809728,0.421798114229135,0.139006557378899,False,0.141507119229135,ambiguous
PHF3,0.240268362,0.032926564,0.188602504844877,0.274893588674879,False,-0.05166585715512301,ambiguous
TDP2,0.271557198,0.032926564,0.143846671686918,0.303827943807778,False,-0.127710526313082,ambiguous
RCHY1,0.305879652,0.032926564,-0.360157505298757,0.234480278408519,False,-0.666037157298757,ambiguous
STX6,0.158179414,0.032965141,0.135820949600895,0.444984365656753,False,-0.022358464399104994,ambiguous
ACOX3,-0.195650808,0.033017901,0.406840067013965,0.124333323038243,False,0.602490875013965,ambiguous
THBS2,0.642629479,0.033017901,0.317732329905541,0.152927144725482,False,-0.324897149094459,ambiguous
UBE2D1,0.306465804,0.033017901,-0.0119553898957596,0.974520081371728,False,-0.3184211938957596,ambiguous
CLINT1,0.182265413,0.033112531,0.173685637542036,0.262071028112428,False,-0.008579775457963984,ambiguous
CUL5,0.26733575,0.033112531,0.176200858567038,0.103323166423609,False,-0.091134891432962,ambiguous
GATC,0.286316141,0.033117314,-0.24018983479109,0.177175204907816,False,-0.52650597579109,ambiguous
CLCN7,-0.283182147,0.033161784,-0.143561085686519,0.322570037705443,False,0.13962106131348098,ambiguous
ENPP4,0.37332832,0.033217413,0.0985054253944817,0.721546098843496,False,-0.2748228946055183,ambiguous
GNPNAT1,0.251578939,0.033220375,-0.0981519683204413,0.626168768700255,False,-0.3497309073204413,ambiguous
ADAM10,0.271611689,0.033277506,0.451390168198946,0.196938531755754,False,0.17977847919894602,ambiguous
CASK,0.151026629,0.03335515,-0.244545045816873,0.279722052583342,False,-0.395571674816873,ambiguous
ARL5A,0.287217898,0.033375058,0.0497709198420395,0.819138581482009,False,-0.23744697815796054,ambiguous
WWP1,0.211193884,0.033387156,0.01611700487289,0.933653234907729,False,-0.19507687912711,ambiguous
RICTOR,0.261818056,0.033391135,0.199346213844496,0.232077020441008,False,-0.062471842155504026,ambiguous
ZNF24,0.310668988,0.033523456,0.0819882393260372,0.760128405546109,False,-0.22868074867396276,ambiguous
CCSER2,0.196351994,0.033523456,0.320631921539626,0.205984053734796,False,0.124279927539626,ambiguous
UBA2,0.174257137,0.033588634,0.213994853343264,0.350882271365625,False,0.03973771634326401,ambiguous
TMEM33,0.236214276,0.033588634,-0.131586543633313,0.465541216714161,False,-0.367800819633313,ambiguous
AGPS,0.277606197,0.033674827,0.158444116937391,0.616221843019065,False,-0.119162080062609,ambiguous
RPL36AL,0.291570677,0.033674827,-0.197607314484257,0.155167159271518,False,-0.489177991484257,ambiguous
CLDN5,-0.614575168,0.033674827,-0.297369871368612,0.211068198871781,False,0.317205296631388,ambiguous
SUN1,-0.153943484,0.033674827,0.329012794512579,0.475371908589937,False,0.48295627851257894,ambiguous
IGBP1,0.225977704,0.033745855,0.272028137001728,0.118166273272502,False,0.04605043300172801,ambiguous
HSPA8,0.291354406,0.033745855,0.236245228083408,0.0859992329813961,False,-0.055109177916592006,ambiguous
FAM221A,0.383576211,0.033745855,-0.0261790908668731,0.951038555904634,False,-0.4097553018668731,ambiguous
TACC2,-0.274397516,0.034006369,0.0171915728823056,0.946208504535868,False,0.2915890888823056,ambiguous
RAPGEF5,0.300693207,0.034046687,0.343223674357887,0.228914021870499,False,0.04253046735788696,ambiguous
GSTM2,-0.216896878,0.034286295,0.0947955889564955,0.868052816907004,False,0.3116924669564955,ambiguous
RFC1,0.240532967,0.034292805,0.145266963429762,0.417150220521187,False,-0.09526600357023798,ambiguous
RBBP5,0.196426129,0.03435445,0.16158823137269,0.233788441797015,False,-0.034837897627310016,ambiguous
SESN1,0.290680937,0.03435445,0.110849254575754,0.659861552729362,False,-0.17983168242424596,ambiguous
ITCH,0.246099524,0.034460224,0.0911472779118956,0.697999264533137,False,-0.15495224608810437,ambiguous
RABL2A,-0.236965972,0.034462084,0.0658674654948221,0.780737880202895,False,0.3028334374948221,ambiguous
CCDC134,-0.274861411,0.034543614,-0.016458238356722,0.965928240775344,False,0.258403172643278,ambiguous
HSPD1,0.316793097,0.034582752,-0.475777304084964,0.0089008126661504,False,-0.792570401084964,ambiguous
TRAPPC8,0.170573191,0.034632515,0.0157004123780879,0.95522092573772,False,-0.15487277862191212,ambiguous
ATP11B,0.240555023,0.034632515,-0.049353695017162,0.862119877734463,False,-0.289908718017162,ambiguous
DENND3,-0.393067052,0.034664812,-0.167124546572208,0.419552824012111,False,0.22594250542779198,ambiguous
AKAP11,0.250926792,0.03471507,-0.147834789942546,0.492988358505056,False,-0.398761581942546,ambiguous
TMED7,0.349484309,0.035152482,0.120214173518004,0.474443352819655,False,-0.22927013548199598,ambiguous
EXOG,0.115037448,0.035184645,-0.736824085637053,0.0134580296422429,True,-0.8518615336370531,ambiguous
GTF2I,0.122683608,0.035184645,0.194021665007062,0.374483058129438,False,0.071338057007062,ambiguous
LPCAT3,-0.293823779,0.035184645,0.324296231730911,0.354123071574874,False,0.618120010730911,ambiguous
MTMR2,0.255636626,0.035240003,0.148391842817782,0.553348764657027,False,-0.10724478318221797,ambiguous
VPS52,-0.144176154,0.035252169,-0.28126571663979,0.0599153490641224,False,-0.13708956263979,ambiguous
OSTM1,0.229511513,0.035263317,-0.15085624770377,0.328046327426728,False,-0.38036776070377,ambiguous
HNRNPA3,0.19690268,0.03530189,0.171477446973354,0.637329815626916,False,-0.02542523302664601,ambiguous
SORBS3,-0.332115573,0.035398187,0.339048986304542,0.52271772828703,False,0.671164559304542,ambiguous
TM4SF1,-0.583191433,0.035497503,0.0605568713852582,0.906569112002361,False,0.6437483043852582,ambiguous
SHPK,-0.311423279,0.035557251,0.274800523133953,0.652171357319157,False,0.586223802133953,ambiguous
IGFBP5,0.684010695,0.03555786,0.738534485910299,0.165266049121453,False,0.05452379091029902,concordant_up
C2orf88,0.588013477,0.035571836,0.707645473260293,0.0318166146117414,True,0.11963199626029308,concordant_up
TDRD7,0.206729814,0.035640797,-0.268089289402602,0.218508751987715,False,-0.474819103402602,ambiguous
RAB5B,0.134451066,0.035640797,-0.0533303798738363,0.793138809745416,False,-0.1877814458738363,ambiguous
CCDC6,0.247066707,0.035640797,0.298765753962284,0.185572070846808,False,0.051699046962284,ambiguous
TYK2,-0.323764983,0.035643305,0.12341209514486,0.734896163980838,False,0.44717707814486,ambiguous
RPS6KC1,0.182687229,0.035752879,-0.144097304886739,0.351617375584164,False,-0.326784533886739,ambiguous
RPL22,0.269128991,0.035780415,0.140386532838784,0.402970383098141,False,-0.128742458161216,ambiguous
UBE2Z,0.157059063,0.035815143,0.0650544038549707,0.751825622361255,False,-0.0920046591450293,ambiguous
SACS,0.259636208,0.035923901,0.539091387400154,0.119938241254446,False,0.2794551794001541,ambiguous
PMPCB,0.200534847,0.035956582,-0.241794995600824,0.147770742429843,False,-0.442329842600824,ambiguous
EIF2B1,-0.099055171,0.036009991,-0.0514168492472038,0.839466411771813,False,0.0476383217527962,ambiguous
ACY1,-0.277053225,0.036022023,0.116017316881189,0.616355015142993,False,0.393070541881189,ambiguous
LMBRD2,0.323293347,0.036030294,-0.535035524148316,0.0717880080519042,False,-0.858328871148316,ambiguous
GPR180,0.260039307,0.036058213,-0.127789406715585,0.541764524495231,False,-0.387828713715585,ambiguous
RASSF8,0.29893206,0.036061501,-0.0628625238892475,0.856465818256019,False,-0.3617945838892475,ambiguous
SLC7A2,0.616854684,0.036096055,0.144503021681682,0.746209984978853,False,-0.472351662318318,ambiguous
ACSL3,0.288211679,0.036096055,0.0953677619709179,0.58378173879817,False,-0.1928439170290821,ambiguous
GMPPA,-0.231925686,0.036314285,0.0501586487358541,0.862671829006595,False,0.2820843347358541,ambiguous
GGT7,-0.279868607,0.036397622,-0.283823754613602,0.27291432903502,False,-0.003955147613601995,ambiguous
TXNRD1,0.2222565,0.036479936,-0.0142555578195491,0.955255073743031,False,-0.2365120578195491,ambiguous
XRCC5,0.219411602,0.036479936,0.150902337241096,0.507955755431364,False,-0.06850926475890401,ambiguous
UBQLN4,0.184077804,0.036526175,0.013192298509189,0.944046097056905,False,-0.17088550549081102,ambiguous
NDUFA10,-0.147356638,0.036882521,-0.731018035767105,0.0229195752833788,True,-0.583661397767105,ambiguous
PLD2,-0.39385451,0.036882521,0.044453965246424,0.918003874073817,False,0.43830847524642397,ambiguous
ULK3,-0.286749564,0.037005318,0.376876472266378,0.125372289417844,False,0.663626036266378,ambiguous
STMN1,0.263049768,0.037005318,0.565652291936711,0.118245850653984,False,0.30260252393671094,ambiguous
C12orf4,0.267198986,0.037080697,0.220185265195406,0.387301240573312,False,-0.04701372080459404,ambiguous
PSIP1,0.164580468,0.037162365,0.20961446336125,0.387417034222683,False,0.045033995361249995,ambiguous
ACTR2,0.283873616,0.037162365,0.0299417758877425,0.875142708448497,False,-0.2539318401122575,ambiguous
MAP3K7,0.178959639,0.037162365,0.0503134078117808,0.845991332080108,False,-0.12864623118821922,ambiguous
LMAN1,0.25366513,0.037307324,0.213795138718266,0.474960746706088,False,-0.03986999128173402,ambiguous
TBCD,-0.18923859,0.03737155,-0.2577227937503,0.139133515351409,False,-0.06848420375029998,ambiguous
UNC45A,-0.214174549,0.03737155,0.107325269178673,0.55992695288722,False,0.321499818178673,ambiguous
ARSD,-0.289881001,0.037455289,-0.281987212886869,0.384908950576382,False,0.007893788113131017,ambiguous
LSM8,0.25115943,0.037728837,0.158751414323294,0.352880166099107,False,-0.092408015676706,ambiguous
EFR3A,0.312558112,0.037745654,0.0380979084888207,0.88231615224621,False,-0.2744602035111793,ambiguous
UBL3,0.274994235,0.037915432,0.683308592683469,0.0472582123841521,True,0.408314357683469,ambiguous
UBXN2B,0.204267788,0.037915432,-0.0077541395837768,0.980147023886419,False,-0.2120219275837768,ambiguous
LAMC3,-0.526135281,0.03791571,0.41431526161842,0.387834073650499,False,0.94045054261842,ambiguous
CLCN3,0.221146408,0.038124306,-0.156160353694297,0.299726187415908,False,-0.377306761694297,ambiguous
ZDHHC2,0.252410549,0.038124353,-0.12673041245368,0.644978958875247,False,-0.37914096145368,ambiguous
TRPV1,-0.386057552,0.038124353,-0.482122798766924,0.648176627362248,False,-0.09606524676692396,ambiguous
EGFL8,-0.447647289,0.038236056,-0.0164435010794151,0.98727878734012,False,0.4312037879205849,ambiguous
MOGS,-0.2302584,0.038272563,0.252443726286314,0.155079311210503,False,0.48270212628631404,ambiguous
MOB1B,0.339201568,0.038400144,0.150589130918444,0.574389982455852,False,-0.188612437081556,ambiguous
RALGAPB,0.136898028,0.038400144,0.112962738763194,0.661124081350554,False,-0.023935289236806004,ambiguous
CLASP2,0.244564393,0.038488188,0.0635172308933889,0.752305855285145,False,-0.1810471621066111,ambiguous
RNF25,-0.193658752,0.038710973,0.133050830270004,0.51289936451036,False,0.326709582270004,ambiguous
LSM14A,0.161285727,0.038710973,0.310790302409762,0.48796396303664,False,0.14950457540976203,ambiguous
FKBP3,0.200497758,0.038744186,0.530763903185994,0.032351166423185,False,0.33026614518599395,ambiguous
MTPN,0.273856993,0.038751805,0.24128483171787,0.255180339457876,False,-0.03257216128213,ambiguous
RTN4,0.292621116,0.038788589,0.229555966375086,0.475794779002836,False,-0.06306514962491402,ambiguous
CEBPZ,0.223796021,0.038895247,0.013140626576079,0.961992503014489,False,-0.210655394423921,ambiguous
DIS3L2,-0.203350836,0.038948053,0.157777236485495,0.382140738958623,False,0.361128072485495,ambiguous
LNPK,0.228100973,0.038949178,0.0485472673913723,0.738371243311519,False,-0.1795537056086277,ambiguous
COPS2,0.290373155,0.039119901,0.0837285593540571,0.542044077998956,False,-0.2066445956459429,ambiguous
OSBPL11,0.333162903,0.039142039,0.503231726327508,0.0882340382148313,False,0.170068823327508,ambiguous
RALA,0.225655612,0.039142039,0.0635921832166577,0.758728112574514,False,-0.1620634287833423,ambiguous
CALCOCO1,-0.17098883,0.039142039,-0.0705827853261081,0.711327225494508,False,0.10040604467389191,ambiguous
CPNE1,-0.168384266,0.039142039,0.490217041162671,0.752597801314906,False,0.6586013071626711,ambiguous
PHF6,0.289226448,0.039162061,0.0883493391015513,0.753142562673545,False,-0.20087710889844873,ambiguous
SORL1,0.184414384,0.039357011,-0.588530949846069,0.0280134290821928,True,-0.772945333846069,ambiguous
PLEKHA2,0.238924852,0.039364326,0.0117802626854591,0.966809935323647,False,-0.2271445893145409,ambiguous
UCKL1,-0.322471649,0.0393666,-0.0220478074825987,0.912141420070148,False,0.3004238415174013,ambiguous
ACSL4,0.303818841,0.039394106,-0.135327110812621,0.630657152281585,False,-0.439145951812621,ambiguous
ZFAND1,0.280213458,0.039671134,-0.0267473839157519,0.935236787116354,False,-0.3069608419157519,ambiguous
USP12,0.233481331,0.039671134,-0.170538790021872,0.497516171746729,False,-0.404020121021872,ambiguous
RNF31,-0.252555765,0.039781637,-0.0320111030848587,0.853504649459191,False,0.22054466191514127,ambiguous
ATG4B,-0.212580594,0.039781637,0.0134222313795167,0.967304380145474,False,0.22600282537951671,ambiguous
INTS3,-0.204151858,0.039939123,-0.0939219943868821,0.769432402770736,False,0.11022986361311789,ambiguous
YWHAE,0.212820895,0.039990753,-0.0460076625934303,0.728650522776073,False,-0.2588285575934303,ambiguous
SHISA6,-0.399190186,0.040061302,-0.455740226454648,0.0538036564136451,False,-0.05655004045464801,ambiguous
ENAH,0.244166805,0.040063689,-0.110443367862526,0.614017258495908,False,-0.354610172862526,ambiguous
PDE1A,0.322951135,0.040179189,0.55195652986058,0.211934690153621,False,0.22900539486057997,ambiguous
USP9X,0.205466061,0.04051502,-0.116625365275173,0.38010520882609,False,-0.322091426275173,ambiguous
RPF2,0.202460361,0.04051502,0.221754974453876,0.394756581450518,False,0.01929461345387601,ambiguous
WDFY3,0.159351046,0.040635746,-0.0590346397057608,0.836352151129513,False,-0.21838568570576078,ambiguous
DDX18,0.196339343,0.040635746,0.255309979445181,0.213067293261953,False,0.058970636445181024,ambiguous
STAG2,0.312352494,0.040665188,0.25729371575769,0.21919680611999,False,-0.05505877824230998,ambiguous
CDV3,0.190969432,0.040789485,0.303018442219065,0.126893790799427,False,0.11204901021906499,ambiguous
ABL2,0.134994737,0.04105135,-0.0875501723724517,0.684167024379529,False,-0.2225449093724517,ambiguous
GIGYF1,-0.279643099,0.041101133,0.106616414127738,0.734896163980838,False,0.386259513127738,ambiguous
ARL8B,0.277459538,0.041175033,-0.10566689920838,0.441941178089259,False,-0.38312643720838,ambiguous
PRUNE2,0.346339592,0.041247276,0.151945355706014,0.830210065470465,False,-0.19439423629398597,ambiguous
FAM172A,0.179482534,0.041389797,-0.0388547303566131,0.87510832008956,False,-0.2183372643566131,ambiguous
ARIH1,0.151774486,0.041442917,0.0417827351206661,0.794091993356286,False,-0.10999175087933388,ambiguous
D2HGDH,-0.295729732,0.041487158,-1.07116462420201,0.000715466545905082,True,-0.77543489220201,ambiguous
CSE1L,0.274000113,0.041492555,0.203992312639176,0.26124213028614,False,-0.07000780036082399,ambiguous
TMX1,0.296651742,0.041492555,0.164769371767447,0.468448463201544,False,-0.131882370232553,ambiguous
