Gene_Symbol,protein_logFC,protein_adjPval,protein_significant
HEPACAM,-0.967303810029428,0.0442269424928804,True
OSTF1,0.457794464666021,0.0442269424928804,False
NEK1,0.547983482515548,0.0442486654180658,False
GAD2,-1.41102032597542,0.0442486654180658,True
ATCAY,-1.08199014609896,0.0442937361865673,True
ARG1,1.50611661759143,0.0442937361865673,True
L3HYPDH,0.628579703174076,0.0442937361865673,True
KALRN,-0.628629139713539,0.0443752306333918,True
RPAP3,0.349612481858237,0.0443909293422181,False
FKBP8,-0.363934735840591,0.0448245977203168,False
SMARCE1,0.446116928040651,0.0448245977203168,False
NPL,1.08900595443645,0.0450594252931213,True
SLC14A1,-1.44422565479226,0.0451307763936,True
ITPK1,0.272013353030015,0.0451668906447597,False
MRPL58,-0.376858760223122,0.0451668906447597,False
GLS2,-0.627856820898195,0.0451668906447597,True
TRIM9,-0.610295345660978,0.04533108644578,True
PPT1,-0.754078945903492,0.0454009374727013,True
ECI1,-0.47561396903024,0.0455057353346818,False
GDAP1,-0.552945954546866,0.0456466809748734,False
TTC39C,0.531102831172186,0.0458424325251371,False
MRPS9,-0.354364695187003,0.0458830406265213,False
PRX,5.8322256996399,0.0460321644956992,True
SERPINC1,2.29860051676265,0.0463920283179635,True
NDUFV2,-0.569566354864063,0.0464289218651811,False
SLC25A6,-0.526904061889004,0.0464305145447059,False
DGKB,-0.821530823099031,0.0464305145447059,True
CRAT,-0.41239409529239,0.0468374478987592,False
CYRIA,-0.412262751378895,0.0470008343752064,False
IGHV1-69,1.01136580187358,0.047062649068382,True
CORO7,0.333666761435078,0.047062649068382,False
UBL3,0.683308592683469,0.0472582123841521,True
PTPRC,0.670000145730102,0.0473231035710601,True
ARHGEF10,0.572160135431213,0.0473231035710601,False
RTCB,0.274409510603734,0.0473231035710601,False
MRPL49,-0.432971926886259,0.0473231035710601,False
