Gene_Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
AC093484.4;OTTHUMG00000058991;TRPV2,0.170100555555556,4.40780805555556,5.49108416587495,3.14361031334759e-06,2.2728811782675e-05,3.99933462858615
TMEM123,-0.598627777777777,11.6492027777778,-5.49039325023913,3.15036047700866e-06,2.27752815909874e-05,3.997215227732
OTTHUMG00000016063;RP1-266L20.4,-0.623084999999999,8.00049638888889,-5.4896246556981,3.15788654306219e-06,2.28250110358076e-05,3.99485757299522
PCDH19,0.526456111111109,8.73606638888889,5.48946362461668,3.1594656278523e-06,2.28340842870493e-05,3.99436361579486
CUL3,-0.345483333333334,11.1165861111111,-5.48925739808063,3.16148905347158e-06,2.28440258727435e-05,3.99373102502108
TCEAL4,0.450192777777776,8.75604027777778,5.48901594682408,3.163859734909e-06,2.28588136548497e-05,3.99299038668888
IPO9-AS1,-0.244656666666666,5.811545,-5.4886783409748,3.16717748042829e-06,2.28780966354854e-05,3.99195480438845
RPL13AP20,-0.497566666666666,12.9050222222222,-5.48777526070668,3.17606936546849e-06,2.29376282499677e-05,3.9891846970774
CLVS1,-0.691869999999997,7.63012833333333,-5.48771409950845,3.17667246875539e-06,2.29396347034647e-05,3.98899709277677
ZNF511,-0.372877777777779,6.013955,-5.48740452545335,3.17972689446104e-06,2.2957192316809e-05,3.98804751610138
B2M,0.854699999999999,11.4730611111111,5.48740168876754,3.17975489628335e-06,2.2957192316809e-05,3.98803881497245
TAP2,0.231353888888888,6.10640805555556,5.48655883266097,3.18808589873599e-06,2.30124862917504e-05,3.98545349211386
ZNF324,0.191493888888889,5.87143138888889,5.48652785645656,3.18839248977912e-06,2.30124862917504e-05,3.9853584783707
HNRNPA1L2,-0.257674999999997,10.1352347222222,-5.48606992490597,3.19292835979699e-06,2.30428660169836e-05,3.98395386420318
OPN1SW,0.241666666666666,4.31953777777778,5.48599585994446,3.19366258706186e-06,2.30458064695962e-05,3.98372668562555
MOGAT1,0.277170555555557,4.46820472222222,5.48556536698182,3.1979335229268e-06,2.30695443777994e-05,3.98240624516164
KIAA1191,-0.300350000000002,11.2309972222222,-5.48529625994787,3.20060623650736e-06,2.308646349772e-05,3.98158082454617
TMOD2,0.76543444444445,10.5007327777778,5.48522036496993,3.20136041192015e-06,2.30895418623282e-05,3.98134803575538
MIR4786,0.36913,4.09041388888889,5.48461385868202,3.20739369258947e-06,2.31283257037308e-05,3.97948774047025
HOXB-AS1,-0.372202222222222,6.97011333333333,-5.4844027628985,3.2094962480224e-06,2.31411209384811e-05,3.97884026517591
INTS6,-0.244527777777776,8.18468111111111,-5.48417184867412,3.21179777344193e-06,2.31553480245804e-05,3.97813200513247
BMPR2,0.791944444444447,12.0544277777778,5.48412894695551,3.21222555678915e-06,2.3156064902529e-05,3.97800041729145
