"Gene_Symbol","logFC","adjPval"
"SPP1",0.866933589452971,0.0393729034668001
"CYBA",0.866205280755597,0.249884827398819
"MRC1",0.865823140713822,0.157036635909514
"HCLS1",0.862330580792849,0.0531810544089119
"CYB5R2",0.855403266879209,0.245070222503924
"ANK1",0.851727261230431,0.390853581731288
"PLIN3",0.851154181833536,0.0642949659460076
"SVIP",0.850244227422035,0.427631557498202
"MAMDC2",0.847721371609666,0.462774709239472
"IGHV3-15",0.845775390968384,0.342557800436002
"SKAP2",0.844093923518763,0.00314536759011681
"CALD1",0.844047992513408,0.467111502826428
"NRIP2",0.838198154640331,0.283886627965035
"MLIP",0.836302652495611,0.487274070011444
"C1QA",0.835989149783544,0.142975290474718
"CAVIN1",0.833920663070469,0.574859127970616
"CAVIN3",0.833813606563778,0.617707052504786
"MBLAC1",0.828864888106969,0.000507834787670496
"LCP1",0.828317893268482,0.0192807070874754
"GALC",0.825692642456135,0.274733572882132
"ITGB3",0.824669118237863,0.304435895718494
"CLEC3B",0.817968304346699,0.536029447321552
"CNTF",0.816583974190371,0.225138904984363
"ITGAX",0.813173305385114,0.0403327349581752
"NAAA",0.812691513135007,0.0280018910545559
"VAMP8",0.811030852036666,0.037991818107561
"CD151",0.809398083388068,0.203359878221793
"CARS2",0.808128762399868,0.001201958833955
"PYCARD",0.80586159821331,0.0252306427760858
"HCK",0.803549408224757,0.0217679317505945
"CLIC2",0.803018368810902,0.171548482666665
"ALPL",0.799305099981916,0.239249856159241
"SERPINA6",0.795752001690926,0.128318511945358
"AHNAK2",0.794736570224083,0.176030352694158
"EPB41",0.792986994737493,0.284364171539487
"STK10",0.791086888924681,0.205249215414601
"IGHM",0.790240396430308,0.549663331900537
"IGHV1-69",0.786356432726815,0.160077936002963
"ABCA1",0.78199482155476,0.0394658074706044
"EHD4",0.779154929874132,0.184575353456882
"PLXDC2",0.776188181875726,0.0612228422528812
"HSPG2",0.772676160864728,0.536029447321552
"KYNU",0.77235532055056,0.0695102977075202
"APOA2",0.772069628195933,0.649728255268844
"SMC2",0.771160121291434,0.0852907353390916
"GIMAP8",0.767272368855359,0.00915610425881052
"NGFR",0.764982167026705,0.245702087610643
"SLPI",0.764756953345063,0.470226013007378
"SAMHD1",0.762550664399308,0.294817512390879
"SQOR",0.761551556667936,0.386778512230448
"CTSC",0.76153980914804,0.223566002285638
"NEFH",0.758517776623778,0.274733572882132
"CD74",0.757585997040675,0.126204674865287
"TAPBP",0.756751812524941,0.0488635992533625
"SERPIND1",0.75653275354426,0.613562326134971
"SYNM",0.75650745635064,0.238168385564332
"DHRS3",0.756011691258144,0.160983897052015
"CCS",0.754164233449107,0.0257019987961915
"GBP1",0.752801999393453,0.159183263956845
"RAB27A",0.749645003123575,0.100171017920477
"PTPN6",0.749624077376236,0.112178086760072
"UAP1L1",0.744846053758328,0.0350084597481138
"APOM",0.744842926766198,0.382862870387618
"PLTP",0.7426013422178,0.134281036044078
"EMILIN3",0.742500057490716,0.521720090821816
"ABCC1",0.741084468269843,0.001201958833955
"RAB20",0.741068871478492,0.0821134231198722
"SYPL1",0.737259515922508,0.0249801424238077
"CD5L",0.734234816451067,0.451102735368269
"CZIB",0.732953979836706,0.0178227380912881
"MGLL",0.732608607973933,0.219074953706419
"COL15A1",0.732324307639821,0.632414059887628
"ADA",0.731709730464107,0.0680016720041215
"GMFG",0.731475217112598,0.0114479780763783
"ITGAM",0.729776894678766,0.0393729034668001
"GLIPR2",0.726093357195385,0.224738169261899
"ERAP1",0.725831262989248,0.247924799744101
"ARHGAP25",0.725008455396111,0.0666774886928342
"AKR1C2",0.724913485496425,0.18271227024368
"FCGR2A",0.722533224508576,0.186269924435869
"TTC39C",0.721446151512083,0.00931245219451135
"SELENOP",0.721354559864579,0.037991818107561
"NIBAN1",0.720575640172736,0.39679674979294
"S100A11",0.719410050782008,0.314933445982141
"DSG2",0.71284722868121,0.391319961115969
"DUSP15",0.712242349292576,0.197232228215078
"S100A6",0.711297985926143,0.276396528674354
