"Gene_Symbol","logFC","adjPval"
"HADHB",0.50491016689722,0.616006343358089
"PMVK",0.50471708464505,0.913976054962271
"SPTLC2",0.504296188353202,0.977485068763317
"RPL7L1",0.502682674820725,0.66043538020685
"BGN",0.50233423256479,0.453499290876976
"CACNA2D1",0.501700893848003,0.822136144276097
"FOXK2",0.501057567419538,0.795842005713586
"CHM",0.500195511083849,0.806956385244486
"PLCB4",0.500138708484517,0.764403924396833
"CNN3",0.499092653235651,0.901788328244381
"LIG1",0.498579893693037,0.992074254562998
"KIAA0247",0.497574566800295,0.550508358913773
"DDX21",0.497152845542884,0.851029647086165
"CAPRIN1",0.492961104233358,0.689025950665943
"SPARC",0.492231870225452,0.5830307276062
"GTF2F1",0.491636530121091,0.822136144276097
"SLC25A46",0.487852904421153,0.91513105968515
"SLC6A6",0.487433576644765,0.672905504338512
"CDK6",0.486282075892964,0.849220105056587
"SNRNP27",0.484909021661046,0.985270954957789
"AGL",0.483741687231131,0.766169867474786
"ARPC1B",0.482708489755138,0.394598378481868
"HSPB1",0.48260006610134,0.491533470303912
"MSH2",0.482111755027634,0.991513266083272
"SS18",0.481767000414952,0.867228838770546
"RBBP4",0.481151224589989,0.862192831555694
"KRR1",0.480184589009167,0.88864678933715
"SUCLG1",0.473668214587076,0.718587828285883
"RPS25",0.472889781023678,0.531719451452974
"RIT1",0.472761416159547,0.828736141528008
"ADORA3",0.472485664457168,0.812961884009986
"GSPT1",0.471935003219925,0.718587828285883
"EXOSC9",0.469999796374015,0.794793227472397
"EIF4E",0.469329425205267,0.822136144276097
"ACVR2A",0.469063903172459,0.953305139257025
"MAPKAPK2",0.466021226907937,0.764623668886108
"CASP3",0.464166835826329,1
"CD164",0.463132247851271,0.822136144276097
"FTL",0.460553161898658,0.747563537315578
"ADCYAP1R1",0.456972351395188,0.873788091969293
"TCF4",0.455727672609491,1
"RRS1",0.454595730517116,0.623850674422727
"HRSP12",0.45315679367743,0.822136144276097
"GLRX",0.452005664008892,0.97057123623501
"NET1",0.451042282666132,0.790030242571543
"ADH5",0.449959146280657,0.978005812832856
"TLE4",0.449582839434612,0.569390799907466
"KIAA0020",0.448915067288697,0.764623668886108
"EEF1A1",0.44875901518064,0.484098415815851
"NEK9",0.447153291310435,0.766052237457572
"DYRK1A",0.446805278129412,0.822136144276097
"CD93",0.446745375017047,1
"LAMA4",0.445380014663804,0.661668586995642
"NRIP1",0.445135543588247,0.789436267488014
"MAP2K3",0.444004198011452,0.90651507101608
"APLNR",0.443939488271686,0.9181487280899
"PTPN21",0.44332570829534,1
"DNTTIP2",0.442991398596236,0.839510202800849
