"ID","Description","NES","pvalue","p.adjust","setSize","core_enrichment"
"R-HSA-5653656","Vesicle-mediated transport",1.34690143102456,0.00318882742772274,0.0348704184457459,492,"6288/5265/3240/9332/3263/1277/259/3512/1278/335/6708/348/338/23166/6710/3043/1281/1522/8542/286/10226/8673/1075/5873/1601/10981/4641/9322/2705/7018/284297/3482/4074/2512/112574/10092/2810/23303/4627/5321/115548/81567/23046/4122/84617/64708/26119/1785/3797/5565/409/208/10749/23256/7280/9871/51128/81562/1781/9371/10960/948/10097/55707/89853/1604/8976/10959/10109/829/7109/10652/54536/51762/11037/5571/10096/4253/26286/3998/22920/10618/9685/54662/8615/4121/10382/11252/1284/23216/3250/2885/55048/347733/5286/5867/10113/3798/5049/51429/26130/5870/8773/60/10972/8567/11337/51560/84790/10093/57148/8301/5872/9183/10260/126003"
"R-HSA-8874081","MET activates PTK2 signaling",1.8308370606935,0.00349961778577439,0.0375731691363596,22,"1277/1278/2335/1281/3910/3912/1290/1280/50509"
"R-HSA-2022377","Metabolism of Angiotensinogen to Angiotensins",1.81269723374728,0.00349569237084698,0.0375731691363596,10,"1511/4311/1066/1522/1636/290"
"R-HSA-375276","Peptide ligand-binding receptors",1.76933803184843,0.00356737102235315,0.0379555421387304,27,"6288/718/5473/2147/727/3827"
"R-HSA-5674135","MAP2K and MAPK activation",1.74563109236369,0.00364066578445687,0.0383895204593175,34,"2243/2244/2266/2335/8826/3690/8649/54518/7414/409"
"R-HSA-8982491","Glycogen metabolism",-1.82973684065985,0.00379206916851276,0.0396321565310936,21,"7314/5257/5260/7957/2997/5255/178"
"R-HSA-9671793","Diseases of hemostasis",1.80878228845893,0.00387359533525678,0.0401290885170023,10,"1277/2158/2147/1278/710/3818/2159"
"R-HSA-9662360","Sensory processing of sound by inner hair cells of the cochlea",-1.72852123651874,0.0039883214097661,0.040958326825511,35,"6616/6844/64787/9478/27445/5864/80331/9254/6853/6855/8927/491"
"R-HSA-9635486","Infection with Mycobacterium tuberculosis",1.77992751259276,0.00447828894848396,0.0452039251979449,21,"1511/4057/4360/567/11151/57674"
"R-HSA-1630316","Glycosaminoglycan metabolism",1.73482259379213,0.00445554988823402,0.0452039251979449,43,"4060/4969/1634/5549/633/4958/3339/1464/6383/2331/3074/2720/10894/2990/176"
"R-HSA-174824","Plasma lipoprotein assembly, remodeling, and clearance",1.76157394362681,0.00457648624234323,0.045803646205147,38,"335/348/338/2/4023/341/345/55911/19/336/5360/10577"
"R-HSA-2151201","Transcriptional activation of mitochondrial biogenesis",-1.80762963155215,0.0047783235011792,0.0474218492007784,27,"6742/211/4899/5442/6604/506/814/23408/2746/7019/23410/54205/3418"
"R-HSA-372708","p130Cas linkage to MAPK signaling for integrins",1.75784717665063,0.00484984359418911,0.0477305440394779,14,"2243/2244/2266/2335/3690"
"R-HSA-983712","Ion channel transport",-1.53206218811704,0.00511854368216153,0.0499586784184526,78,"65267/10079/1183/476/493/9296/65268/816/53373/10396/23678/53822/1181/23400/94015/818/481/6262/477/492/7314/53826/535/478/9114/80036/482/57348/491"
